annee,mois,jours,heure,uniqueCarrier,flightNum,tailNum,origin,dest,distance,canceled,cancellationCode,diverted,carrierDelay,weatherDelay,nasDelay,securityDelay,lateAircraftDelay
2008,1,3,1441,AS,715,N302AS,PHX,SEA,1107,0,,0,NA,NA,NA,NA,NA
2008,1,3,2009,AS,295,N303AS,SFO,SEA,679,0,,0,10,0,0,0,36
2008,1,3,1319,AS,428,N565AS,SEA,SJC,697,0,,0,0,0,21,0,0
2008,1,3,1352,AS,404,N979AS,SEA,BUR,937,0,,0,92,0,6,0,0
2008,1,3,1722,AS,145,N778AS,ANC,FAI,261,0,,0,5,0,0,0,39
2008,1,3,803,AS,1,N562AS,DCA,SEA,2329,0,,0,NA,NA,NA,NA,NA
2008,1,3,1802,AS,446,N626AS,OAK,SNA,371,0,,0,NA,NA,NA,NA,NA
2008,1,3,1143,AS,501,N569AS,LAX,SEA,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,923,AS,42,N763AS,BET,ANC,399,0,,0,NA,NA,NA,NA,NA
2008,1,3,1244,AS,22,N551AS,SEA,ORD,1721,0,,0,NA,NA,NA,NA,NA
2008,1,3,1441,AS,186,N703AS,FAI,ANC,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,1141,AS,542,N977AS,SEA,DEN,1024,0,,0,NA,NA,NA,NA,NA
2008,1,3,709,AS,355,N772AS,SNA,OAK,371,0,,0,NA,NA,NA,NA,NA
2008,1,3,856,AS,31,N764AS,ADQ,ANC,252,0,,0,NA,NA,NA,NA,NA
2008,1,3,2210,AS,89,N546AS,SEA,ANC,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,744,AS,407,N958AS,OAK,PDX,543,0,,0,NA,NA,NA,NA,NA
2008,1,3,1029,AS,292,N315AS,SEA,LAX,954,0,,0,0,0,26,0,0
2008,1,3,2157,AS,512,N318AS,SEA,LAX,954,0,,0,7,0,33,0,0
2008,1,3,703,AS,811,N315AS,DFW,SEA,1660,0,,0,NA,NA,NA,NA,NA
2008,1,3,1945,AS,498,N792AS,SEA,SFO,679,0,,0,0,0,111,0,0
2008,1,3,2221,AS,804,N624AS,PDX,MCO,2534,0,,0,NA,NA,NA,NA,NA
2008,1,3,1251,AS,118,N708AS,SEA,LAX,954,0,,0,0,0,10,0,7
2008,1,3,1321,AS,152,N764AS,OME,OTZ,183,0,,0,NA,NA,NA,NA,NA
2008,1,3,654,AS,399,N705AS,PSP,SFO,421,0,,0,0,0,23,0,0
2008,1,3,759,AS,728,N306AS,SEA,TUS,1216,0,,0,3,0,13,0,16
2008,1,3,841,AS,12,N552AS,SEA,BOS,2496,0,,0,NA,NA,NA,NA,NA
2008,1,3,1716,AS,561,N979AS,BUR,SEA,937,0,,0,12,0,0,0,91
2008,1,3,1647,AS,633,N975AS,LAS,SEA,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,822,AS,723,N570AS,PHX,SEA,1107,0,,0,NA,NA,NA,NA,NA
2008,1,3,2037,AS,477,N613AS,SJC,SEA,697,0,,0,NA,NA,NA,NA,NA
2008,1,3,811,AS,409,N776AS,LAX,PDX,834,0,,0,NA,NA,NA,NA,NA
2008,1,3,821,AS,595,N969AS,SAN,SEA,1050,0,,0,NA,NA,NA,NA,NA
2008,1,3,1119,AS,392,N782AS,PDX,OAK,543,0,,0,NA,NA,NA,NA,NA
2008,1,3,1959,AS,600,N644AS,PDX,LAS,762,0,,0,13,0,8,0,0
2008,1,3,1825,AS,195,N302AS,SEA,ANC,1449,0,,0,22,0,0,0,0
2008,1,3,2142,AS,344,N581AS,SEA,GEG,224,0,,0,NA,NA,NA,NA,NA
2008,1,3,658,AS,516,N648AS,SEA,BUR,937,0,,0,NA,NA,NA,NA,NA
2008,1,3,2211,AS,310,N708AS,PDX,SFO,550,0,,0,0,0,126,0,0
2008,1,3,1451,AS,813,N647AS,DFW,SEA,1660,0,,0,0,0,15,0,0
2008,1,3,1345,AS,55,N780AS,ANC,SCC,626,0,,0,NA,NA,NA,NA,NA
2008,1,3,600,AS,81,N703AS,SEA,ANC,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,644,AS,364,N623AS,SEA,SMF,605,0,,0,NA,NA,NA,NA,NA
2008,1,3,1925,AS,69,N760AS,SEA,KTN,680,0,,0,16,0,0,0,0
2008,1,3,1718,AS,139,N765AS,ADK,ANC,1192,0,,0,NA,NA,NA,NA,NA
2008,1,3,1229,AS,95,N585AS,SEA,ANC,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,652,AS,343,N961AS,OAK,SEA,671,0,,0,NA,NA,NA,NA,NA
2008,1,3,NA,AS,353,N792AS,SNA,OAK,371,1,A,0,NA,NA,NA,NA,NA
2008,1,3,812,AS,20,N760AS,SEA,ORD,1721,0,,0,NA,NA,NA,NA,NA
2008,1,3,2024,AS,328,N975AS,SEA,SMF,605,0,,0,29,0,3,0,0
2008,1,3,1744,AS,3,N581AS,DCA,SEA,2329,0,,0,NA,NA,NA,NA,NA
2008,1,3,651,AS,427,N968AS,SMF,SEA,605,0,,0,NA,NA,NA,NA,NA
2008,1,3,624,AS,362,N782AS,PDX,SJC,569,0,,0,9,0,15,0,0
2008,1,3,2111,AS,721,N607AS,PHX,SEA,1107,0,,0,0,0,0,0,18
2008,1,3,1126,AS,64,N763AS,ANC,JNU,571,0,,0,NA,NA,NA,NA,NA
2008,1,3,1836,AS,283,N305AS,LAX,SEA,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,1412,AS,640,N318AS,SEA,LAS,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,1603,AS,54,N780AS,SCC,ANC,626,0,,0,NA,NA,NA,NA,NA
2008,1,3,2044,AS,119,N307AS,SEA,ANC,1449,0,,0,49,0,4,0,0
2008,1,3,558,AS,88,N558AS,ANC,SEA,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,703,AS,372,N626AS,OAK,SNA,371,0,,0,NA,NA,NA,NA,NA
2008,1,3,1144,AS,539,N566AS,DEN,SEA,1024,0,,0,NA,NA,NA,NA,NA
2008,1,3,1712,AS,521,N644AS,DEN,PDX,992,0,,0,NA,NA,NA,NA,NA
2008,1,3,833,AS,8,N553AS,SEA,EWR,2401,0,,0,NA,NA,NA,NA,NA
2008,1,3,1707,AS,67,N797AS,KTN,SIT,183,0,,0,NA,NA,NA,NA,NA
2008,1,3,925,AS,9,N565AS,MCO,SEA,2553,0,,0,0,0,0,24,0
2008,1,3,1956,AS,536,N969AS,SEA,SAN,1050,0,,0,21,0,5,0,0
2008,1,3,612,AS,236,N771AS,SEA,SFO,679,0,,0,NA,NA,NA,NA,NA
2008,1,3,1839,AS,67,N797AS,SIT,JNU,95,0,,0,NA,NA,NA,NA,NA
2008,1,3,1459,AS,378,N772AS,SEA,SFO,679,0,,0,0,0,180,0,0
2008,1,3,1004,AS,538,N589AS,PDX,SAN,933,0,,0,NA,NA,NA,NA,NA
2008,1,3,1431,AS,366,N948AS,PDX,OAK,543,0,,0,NA,NA,NA,NA,NA
2008,1,3,1126,AS,499,N788AS,SNA,SEA,978,0,,0,NA,NA,NA,NA,NA
2008,1,3,726,AS,520,N796AS,SEA,SAN,1050,0,,0,46,0,9,0,0
2008,1,3,1622,AS,725,N623AS,PHX,SEA,1107,0,,0,NA,NA,NA,NA,NA
2008,1,3,2144,AS,660,N962AS,SEA,LAS,866,0,,0,0,0,0,0,21
2008,1,3,1639,AS,66,N774AS,CDV,YAK,213,0,,0,NA,NA,NA,NA,NA
2008,1,3,1450,AS,152,N764AS,OTZ,ANC,549,0,,0,NA,NA,NA,NA,NA
2008,1,3,1520,AS,14,N566AS,SEA,EWR,2401,0,,0,20,0,1,0,0
2008,1,3,915,AS,465,N626AS,SNA,SEA,978,0,,0,NA,NA,NA,NA,NA
2008,1,3,604,AS,712,N622AS,SEA,PHX,1107,0,,0,NA,NA,NA,NA,NA
2008,1,3,1816,AS,410,N791AS,SEA,LAX,954,0,,0,0,0,31,0,6
2008,1,3,1038,AS,735,N622AS,PHX,SEA,1107,0,,0,NA,NA,NA,NA,NA
2008,1,3,2012,AS,500,N796AS,PDX,SNA,859,0,,0,10,0,12,0,27
2008,1,3,702,AS,30,N764AS,ANC,ADQ,252,0,,0,NA,NA,NA,NA,NA
2008,1,3,1222,AS,371,N968AS,SMF,SEA,605,0,,0,NA,NA,NA,NA,NA
2008,1,3,1825,AS,707,N624AS,PHX,PDX,1009,0,,0,NA,NA,NA,NA,NA
2008,1,3,1201,AS,686,N564AS,SEA,LAS,866,0,,0,0,0,13,0,9
2008,1,3,710,AS,572,N563AS,SEA,PSP,987,0,,0,NA,NA,NA,NA,NA
2008,1,3,955,AS,399,N615AS,SFO,SEA,679,0,,0,31,0,0,0,0
2008,1,3,1717,AS,665,N318AS,LAS,SEA,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,1342,AS,357,N607AS,OAK,SEA,671,0,,0,NA,NA,NA,NA,NA
2008,1,3,1625,AS,429,N944AS,SAN,PDX,933,0,,0,0,0,0,0,129
2008,1,3,2118,AS,453,N783AS,LAX,PDX,834,0,,0,23,0,0,0,0
2008,1,3,1600,AS,363,N969AS,SEA,GEG,224,0,,0,NA,NA,NA,NA,NA
2008,1,3,1000,AS,151,N799AS,OME,ANC,539,0,,0,NA,NA,NA,NA,NA
2008,1,3,1516,AS,870,N587AS,ANC,HNL,2777,0,,0,NA,NA,NA,NA,NA
2008,1,3,1302,AS,506,N943AS,SEA,ONT,956,0,,0,NA,NA,NA,NA,NA
2008,1,3,2013,AS,682,N623AS,SEA,LAS,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,801,AS,401,N982AS,BUR,SEA,937,0,,0,NA,NA,NA,NA,NA
2008,1,3,1719,AS,385,N948AS,OAK,PDX,543,0,,0,19,0,3,0,0
2008,1,3,1244,AS,580,N307AS,SEA,SAN,1050,0,,0,0,0,30,0,0
2008,1,3,907,AS,361,N623AS,SMF,SEA,605,0,,0,NA,NA,NA,NA,NA
2008,1,3,2016,AS,541,N961AS,OAK,SEA,671,0,,0,0,0,0,0,26
2008,1,3,1424,AS,852,N577AS,HNL,SEA,2677,0,,0,NA,NA,NA,NA,NA
2008,1,3,1714,AS,337,N755AS,LGB,SEA,965,0,,0,NA,NA,NA,NA,NA
2008,1,3,1109,AS,194,N703AS,FAI,ANC,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,1029,AS,28,N713AS,SEA,ORD,1721,0,,0,NA,NA,NA,NA,NA
2008,1,3,1029,AS,202,N775AS,SEA,SFO,679,0,,0,0,0,129,0,0
2008,1,3,946,AS,370,N968AS,SEA,SMF,605,0,,0,NA,NA,NA,NA,NA
2008,1,3,1739,AS,536,N969AS,GEG,SEA,224,0,,0,NA,NA,NA,NA,NA
2008,1,3,35,AS,198,N305AS,ANC,SEA,1449,0,,0,0,0,16,0,0
2008,1,3,1731,AS,316,N961AS,SEA,OAK,671,0,,0,0,0,0,0,36
2008,1,3,1848,AS,418,N960AS,PDX,SJC,569,0,,0,7,0,31,0,196
2008,1,3,1844,AS,511,N569AS,SAN,SEA,1050,0,,0,NA,NA,NA,NA,NA
2008,1,3,2201,AS,598,N622AS,SEA,LAX,954,0,,0,66,0,2,0,0
2008,1,3,1835,AS,189,N617AS,ANC,FAI,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,849,AS,60,N791AS,KTN,SEA,680,0,,0,NA,NA,NA,NA,NA
2008,1,3,724,AS,41,N763AS,ANC,BET,399,0,,0,NA,NA,NA,NA,NA
2008,1,3,1625,AS,352,N611AS,PDX,SNA,859,0,,0,NA,NA,NA,NA,NA
2008,1,3,1654,AS,291,N708AS,LAX,PDX,834,0,,0,NA,NA,NA,NA,NA
2008,1,3,2059,AS,414,N618AS,PDX,LAX,834,0,,0,20,0,9,0,24
2008,1,3,2042,AS,46,N762AS,BET,ANC,399,0,,0,NA,NA,NA,NA,NA
2008,1,3,2027,AS,422,N755AS,SEA,SNA,978,0,,0,0,0,0,0,47
2008,1,3,1752,AS,64,N763AS,KTN,SEA,680,0,,0,NA,NA,NA,NA,NA
2008,1,3,2046,AS,69,N760AS,KTN,JNU,234,0,,0,NA,NA,NA,NA,NA
2008,1,3,1432,AS,335,N613AS,SJC,SEA,697,0,,0,NA,NA,NA,NA,NA
2008,1,3,702,AS,60,N791AS,JNU,KTN,234,0,,0,NA,NA,NA,NA,NA
2008,1,3,1026,AS,695,N975AS,LAS,PDX,762,0,,0,NA,NA,NA,NA,NA
2008,1,3,1237,AS,184,N617AS,FAI,ANC,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,1217,AS,43,N799AS,ANC,BET,399,0,,0,NA,NA,NA,NA,NA
2008,1,3,1215,AS,312,N613AS,PDX,SJC,569,0,,0,NA,NA,NA,NA,NA
2008,1,3,2154,AS,445,N564AS,ONT,SEA,956,0,,0,NA,NA,NA,NA,NA
2008,1,3,2125,AS,466,N756AS,SEA,ONT,956,0,,0,NA,NA,NA,NA,NA
2008,1,3,756,AS,2,N318AS,ANC,SEA,1449,0,,0,0,0,18,0,0
2008,1,3,756,AS,327,N769AS,SNA,PDX,859,0,,0,NA,NA,NA,NA,NA
2008,1,3,808,AS,517,N584AS,LAX,SEA,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,606,AS,642,N307AS,SEA,LAS,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,2109,AS,85,N323AS,SEA,ANC,1449,0,,0,27,0,0,0,0
2008,1,3,709,AS,802,N618AS,PDX,BOS,2537,0,,0,NA,NA,NA,NA,NA
2008,1,3,1355,AS,608,N975AS,PDX,LAS,762,0,,0,20,0,5,0,0
2008,1,3,1620,AS,540,N782AS,PDX,SAN,933,0,,0,10,0,18,0,0
2008,1,3,1104,AS,488,N769AS,PDX,SNA,859,0,,0,0,0,16,0,0
2008,1,3,1412,AS,461,N792AS,SNA,SEA,978,0,,0,NA,NA,NA,NA,NA
2008,1,3,632,AS,210,N305AS,SEA,LAX,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,1543,AS,332,N756AS,SEA,SJC,697,0,,0,0,0,16,0,0
2008,1,3,1407,AS,716,N624AS,PDX,PHX,1009,0,,0,NA,NA,NA,NA,NA
2008,1,3,804,AS,408,N788AS,PDX,SNA,859,0,,0,19,0,5,0,0
2008,1,3,1724,AS,29,N713AS,ORD,SEA,1721,0,,0,NA,NA,NA,NA,NA
2008,1,3,1156,AS,402,N982AS,SEA,BOI,399,0,,0,NA,NA,NA,NA,NA
2008,1,3,2008,AS,491,N626AS,SNA,PDX,859,0,,0,NA,NA,NA,NA,NA
2008,1,3,1250,AS,92,N773AS,ANC,SEA,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,NA,AS,66,N774AS,YAK,JNU,199,1,A,0,NA,NA,NA,NA,NA
2008,1,3,1558,AS,433,N626AS,SNA,OAK,371,0,,0,NA,NA,NA,NA,NA
2008,1,3,2118,AS,677,N773AS,LAS,SEA,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,1713,AS,367,N648AS,SNA,PDX,859,0,,0,NA,NA,NA,NA,NA
2008,1,3,1105,AS,439,N624AS,BUR,PDX,817,0,,0,NA,NA,NA,NA,NA
2008,1,3,703,AS,509,N611AS,SAN,PDX,933,0,,0,NA,NA,NA,NA,NA
2008,1,3,1034,AS,443,N755AS,ONT,SEA,956,0,,0,NA,NA,NA,NA,NA
2008,1,3,2028,AS,329,N558AS,GEG,SEA,224,0,,0,0,0,0,0,41
2008,1,3,1637,AS,714,N607AS,SEA,PHX,1107,0,,0,17,0,16,0,0
2008,1,3,635,AS,388,N551AS,SEA,SJC,697,0,,0,NA,NA,NA,NA,NA
2008,1,3,1538,AS,476,N625AS,PDX,LAX,834,0,,0,NA,NA,NA,NA,NA
2008,1,3,945,AS,394,N767AS,SEA,SJC,697,0,,0,0,0,17,0,0
2008,1,3,1148,AS,751,N948AS,PHX,PDX,1009,0,,0,NA,NA,NA,NA,NA
2008,1,3,659,AS,753,N586AS,PHX,SEA,1107,0,,0,NA,NA,NA,NA,NA
2008,1,3,2029,AS,162,N562AS,SEA,PHX,1107,0,,0,NA,NA,NA,NA,NA
2008,1,3,1620,AS,801,N618AS,BOS,PDX,2537,0,,0,10,0,6,0,0
2008,1,3,2009,AS,180,N306AS,ANC,SEA,1449,0,,0,0,0,3,0,18
2008,1,3,1353,AS,360,N755AS,SEA,LGB,965,0,,0,NA,NA,NA,NA,NA
2008,1,3,1321,AS,6,N586AS,LAX,DCA,2311,0,,0,NA,NA,NA,NA,NA
2008,1,3,1556,AS,467,N615AS,PSP,SEA,987,0,,0,1,0,2,0,27
2008,1,3,907,AS,5,N559AS,DCA,LAX,2311,0,,0,NA,NA,NA,NA,NA
2008,1,3,851,AS,18,N609AS,SEA,MCO,2553,0,,0,NA,NA,NA,NA,NA
2008,1,3,2003,AS,190,N617AS,FAI,ANC,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,1302,AS,185,N703AS,ANC,FAI,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,729,AS,719,N589AS,PHX,PDX,1009,0,,0,NA,NA,NA,NA,NA
2008,1,3,545,AS,73,N780AS,SIT,JNU,95,0,,0,NA,NA,NA,NA,NA
2008,1,3,1003,AS,65,N774AS,WRG,PSG,31,0,,0,NA,NA,NA,NA,NA
2008,1,3,1055,AS,567,N796AS,SAN,PDX,933,0,,0,0,0,0,0,35
2008,1,3,2145,AS,195,N703AS,ANC,FAI,261,0,,0,17,0,0,0,0
2008,1,3,725,AS,412,N943AS,SEA,OAK,671,0,,0,NA,NA,NA,NA,NA
2008,1,3,817,AS,803,N613AS,MCO,PDX,2534,0,,0,0,0,16,0,0
2008,1,3,1850,AS,431,N769AS,SNA,SEA,978,0,,0,NA,NA,NA,NA,NA
2008,1,3,1840,AS,375,N756AS,SJC,SEA,697,0,,0,NA,NA,NA,NA,NA
2008,1,3,1150,AS,17,N549AS,MIA,SEA,2724,0,,0,0,0,0,0,206
2008,1,3,2115,AS,502,N705AS,SEA,SAN,1050,0,,0,0,0,6,0,30
2008,1,3,2125,AS,231,N568AS,LAX,SEA,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,1022,AS,436,N958AS,PDX,LAX,834,0,,0,NA,NA,NA,NA,NA
2008,1,3,617,AS,531,N320AS,SJC,SEA,697,0,,0,NA,NA,NA,NA,NA
2008,1,3,1053,AS,334,N607AS,SEA,OAK,671,0,,0,NA,NA,NA,NA,NA
2008,1,3,857,AS,630,N756AS,SEA,LAS,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,1610,AS,96,N585AS,ANC,SEA,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,2127,AS,67,N797AS,JNU,ANC,571,0,,0,68,0,0,0,0
2008,1,3,1254,AS,331,N705AS,SFO,SEA,679,0,,0,54,0,7,0,0
2008,1,3,NA,AS,340,N792AS,OAK,SNA,371,1,A,0,NA,NA,NA,NA,NA
2008,1,3,1355,AS,2,N563AS,SEA,DCA,2329,0,,0,NA,NA,NA,NA,NA
2008,1,3,1147,AS,1,N562AS,SEA,ANC,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,855,AS,313,N782AS,SJC,PDX,569,0,,0,NA,NA,NA,NA,NA
2008,1,3,1635,AS,64,N763AS,WRG,KTN,82,0,,0,NA,NA,NA,NA,NA
2008,1,3,1848,AS,348,N558AS,SEA,GEG,224,0,,0,15,0,0,0,31
2008,1,3,810,AS,21,N546AS,ORD,SEA,1721,0,,0,NA,NA,NA,NA,NA
2008,1,3,1404,AS,522,N796AS,PDX,PSP,873,0,,0,8,0,11,0,31
2008,1,3,1641,AS,188,N617AS,FAI,ANC,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,555,AS,325,N553AS,GEG,SEA,224,0,,0,NA,NA,NA,NA,NA
2008,1,3,1336,AS,697,N611AS,LAS,PDX,762,0,,0,NA,NA,NA,NA,NA
2008,1,3,1416,AS,138,N765AS,ANC,ADK,1192,0,,0,NA,NA,NA,NA,NA
2008,1,3,1942,AS,475,N782AS,SAN,PDX,933,0,,0,NA,NA,NA,NA,NA
2008,1,3,1915,AS,578,N788AS,SEA,DEN,1024,0,,0,20,0,7,0,0
2008,1,3,1609,AS,345,N960AS,SFO,PDX,550,0,,0,0,0,19,0,189
2008,1,3,1433,AS,425,N769AS,SNA,OAK,371,0,,0,0,0,6,0,16
2008,1,3,2048,AS,211,N309AS,LAX,SEA,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,654,AS,118,N708AS,FAI,SEA,1533,0,,0,0,0,19,0,0
2008,1,3,1120,AS,65,N774AS,PSG,JNU,123,0,,0,NA,NA,NA,NA,NA
2008,1,3,624,AS,403,N614AS,LAX,PDX,834,0,,0,NA,NA,NA,NA,NA
2008,1,3,839,AS,256,N568AS,SFO,LAX,337,0,,0,34,0,13,0,0
2008,1,3,1318,AS,690,N706AS,SFO,PSP,421,0,,0,21,0,9,0,117
2008,1,3,100,AS,100,N303AS,ANC,PDX,1542,0,,0,NA,NA,NA,NA,NA
2008,1,3,1158,AS,62,N795AS,SIT,KTN,183,0,,0,NA,NA,NA,NA,NA
2008,1,3,1737,AS,103,N556AS,SEA,FAI,1533,0,,0,105,0,0,0,0
2008,1,3,617,AS,397,N775AS,ONT,SEA,956,0,,0,NA,NA,NA,NA,NA
2008,1,3,804,AS,574,N569AS,SEA,LAX,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,1625,AS,440,N619AS,PDX,ONT,838,0,,0,NA,NA,NA,NA,NA
2008,1,3,756,AS,62,N795AS,ANC,JNU,571,0,,0,NA,NA,NA,NA,NA
2008,1,3,2043,AS,434,N948AS,PDX,OAK,543,0,,0,NA,NA,NA,NA,NA
2008,1,3,843,AS,182,N617AS,FAI,ANC,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,654,AS,351,N302AS,SFO,SEA,679,0,,0,NA,NA,NA,NA,NA
2008,1,3,2018,AS,524,N319AS,SEA,LAX,954,0,,0,32,0,0,0,0
2008,1,3,901,AS,4,N581AS,SEA,DCA,2329,0,,0,NA,NA,NA,NA,NA
2008,1,3,632,AS,474,N625AS,PDX,DEN,992,0,,0,NA,NA,NA,NA,NA
2008,1,3,1804,AS,490,N647AS,SEA,OAK,671,0,,0,NA,NA,NA,NA,NA
2008,1,3,1240,AS,339,N767AS,SJC,SEA,697,0,,0,NA,NA,NA,NA,NA
2008,1,3,1352,AS,76,N558AS,JNU,SEA,909,0,,0,7,0,25,0,0
2008,1,3,2008,AS,631,N982AS,LAS,SEA,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,621,AS,545,N713AS,SAN,SEA,1050,0,,0,NA,NA,NA,NA,NA
2008,1,3,NA,AS,596,N788AS,SEA,SNA,978,1,A,0,NA,NA,NA,NA,NA
2008,1,3,807,AS,812,N647AS,SEA,DFW,1660,0,,0,NA,NA,NA,NA,NA
2008,1,3,945,AS,496,N619AS,SEA,SNA,978,0,,0,NA,NA,NA,NA,NA
2008,1,3,552,AS,62,N795AS,FAI,ANC,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,1531,AS,387,N791AS,OAK,SEA,671,0,,0,NA,NA,NA,NA,NA
2008,1,3,1831,AS,374,N564AS,SEA,ONT,956,0,,0,NA,NA,NA,NA,NA
2008,1,3,702,AS,691,N944AS,LAS,SEA,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,945,AS,480,N586AS,SEA,LAX,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,1524,AS,44,N799AS,BET,ANC,399,0,,0,51,0,3,0,0
2008,1,3,1307,AS,508,N644AS,PDX,DEN,992,0,,0,NA,NA,NA,NA,NA
2008,1,3,1653,AS,576,N589AS,SEA,SAN,1050,0,,0,NA,NA,NA,NA,NA
2008,1,3,1857,AS,720,N584AS,SEA,PHX,1107,0,,0,NA,NA,NA,NA,NA
2008,1,3,1559,AS,277,N319AS,LAX,SEA,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,1100,AS,152,N764AS,ANC,OME,539,0,,0,NA,NA,NA,NA,NA
2008,1,3,708,AS,97,N556AS,SEA,ANC,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,1514,AS,162,N562AS,ANC,SEA,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,1002,AS,386,N961AS,SEA,OAK,671,0,,0,17,0,7,0,0
2008,1,3,656,AS,537,N767AS,DEN,SEA,1024,0,,0,NA,NA,NA,NA,NA
2008,1,3,1830,AS,365,N962AS,BUR,SEA,937,0,,0,0,0,0,0,24
2008,1,3,657,AS,94,N585AS,ANC,SEA,1449,0,,0,NA,NA,NA,NA,NA
2008,1,3,2241,AS,16,N553AS,SEA,MIA,2724,0,,1,NA,NA,NA,NA,NA
2008,1,3,2244,AS,146,N778AS,FAI,ANC,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,2056,AS,146,N778AS,BRW,FAI,503,0,,0,0,0,0,0,30
2008,1,3,1823,AS,19,N609AS,MCO,SEA,2553,0,,0,NA,NA,NA,NA,NA
2008,1,3,1137,AS,808,N546AS,SEA,DFW,1660,0,,0,3,0,3,0,19
2008,1,3,1217,AS,245,N548AS,LAX,SEA,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,1614,AS,390,N705AS,SEA,SMF,605,0,,0,44,0,11,0,0
2008,1,3,1218,AS,635,N756AS,LAS,SEA,866,0,,0,NA,NA,NA,NA,NA
2008,1,3,946,AS,143,N765AS,SCC,BRW,204,0,,0,0,0,7,7,8
2008,1,3,558,AS,143,N765AS,ANC,FAI,261,0,,0,NA,NA,NA,NA,NA
2008,1,3,742,AS,143,N765AS,FAI,SCC,373,0,,0,NA,NA,NA,NA,NA
2008,1,3,1124,AS,143,N765AS,BRW,ANC,725,0,,0,NA,NA,NA,NA,NA
2008,1,3,1514,AS,350,N962AS,SEA,BUR,937,0,,0,14,0,16,0,0
2008,1,3,1759,AS,227,N779AS,SAN,SEA,1050,0,,0,0,0,0,0,42
2008,1,3,1722,AS,424,N548AS,SEA,SNA,978,0,,0,0,0,24,0,0
2008,1,3,1032,AS,573,N943AS,OAK,SEA,671,0,,0,NA,NA,NA,NA,NA
2008,1,3,2128,AS,441,N619AS,ONT,PDX,838,0,,0,121,0,0,0,0
2008,1,3,1350,AS,406,N776AS,PDX,SFO,550,0,,0,0,0,162,0,0
2008,1,3,734,AS,766,N948AS,PDX,PHX,1009,0,,0,NA,NA,NA,NA,NA
2008,1,3,1542,AS,67,N797AS,SEA,KTN,680,0,,0,NA,NA,NA,NA,NA
2008,1,3,1717,AS,468,N795AS,SEA,LAX,954,0,,0,NA,NA,NA,NA,NA
2008,1,3,149,AS,80,N563AS,ANC,SEA,1449,0,,0,29,0,0,0,0
2008,1,3,1759,AS,731,N622AS,PHX,SEA,1107,0,,0,NA,NA,NA,NA,NA
2008,1,3,1310,AS,421,N619AS,SNA,PDX,859,0,,0,NA,NA,NA,NA,NA
2008,1,3,700,AS,423,N607AS,SNA,SEA,978,0,,0,NA,NA,NA,NA,NA
2008,1,3,1236,AS,486,N626AS,SEA,SNA,978,0,,0,NA,NA,NA,NA,NA
2008,1,3,1241,AS,338,N791AS,SEA,OAK,671,0,,0,NA,NA,NA,NA,NA
2008,1,3,1930,AS,368,N944AS,PDX,SMF,479,0,,0,8,0,6,0,119
2008,1,3,1606,AS,437,N977AS,DEN,SEA,1024,0,,0,NA,NA,NA,NA,NA
2008,1,3,700,AS,254,N587AS,GEG,SEA,224,0,,0,NA,NA,NA,NA,NA
2008,1,3,2248,AS,376,N549AS,SEA,GEG,224,0,,0,NA,NA,NA,NA,NA
2008,1,3,2036,AS,140,N556AS,FAI,ANC,261,0,,0,0,0,0,0,79
2008,1,3,1842,AS,145,N778AS,FAI,BRW,503,0,,0,0,0,0,0,32
